x,class
4.877423940385496,1
4.1034725552404065,1
2.0979475182509786,0
4.325007954023868,1
3.9081990156151134,1
2.8595821493568954,1
2.6492729446161523,0
3.6694175890529666,1
3.8891598958119786,1
4.0702377899778766,1
2.0453804467025147,0
2.0331444538724304,0
4.044465650024354,1
4.08432122387644,1
2.2340385638703237,0
3.8452481489197106,1
1.5512298275905079,0
2.608690425550212,0
2.257504405962336,0
1.69340243045878,0
3.989923181982736,1
1.5971782459283805,0
4.471009155286139,1
4.287958456434451,1
1.9906871474744938,0
2.857006702997859,1
3.7369425265840492,1
2.120849789586678,0
4.102856296285201,1
4.191101456945669,1
1.7470151678341703,0
1.7276245935234003,0
4.365151222917615,1
4.388115755730131,1
3.332932122578648,1
1.9538292067603382,0
4.541117935857823,1
4.473265447952531,1
2.6225491838858943,0
2.8198956682885856,0
4.173025381416545,1
3.6415663470480464,1
3.5843424624762426,1
4.889788417235365,1
2.140943272560719,0
1.7635926058790754,0
1.947664411076505,0
3.5557628149801284,1
1.339487591165017,0
2.8689120516494633,0
2.112536902079224,0
3.532977169712395,1
4.001691152234489,1
3.6504125064393746,1
1.9576766102789478,0
1.24207015550098,0
1.935923278714302,0
3.318837321091114,1
4.071404127276026,1
1.95820028778677,0
3.516629979535879,1
2.364138888119422,0
2.2728907679952073,0
1.8735378743584412,0
4.663026623993674,1
1.8856594109148401,0
4.806895257114956,1
2.4565621200959145,0
3.529046408596326,0
2.091071620477195,0
4.829134617574993,1
4.405179193284907,1
4.7199152723440205,1
4.597611025240663,1
3.199150911660979,1
1.8057535394701891,0
2.0741830941241504,0
3.476213260276501,1
3.9898765601614743,1
3.1193588730556208,1
2.3989588390402474,0
2.9131142247432598,1
3.9891830569856146,1
3.7099810136509133,1
2.351796353715457,0
3.9293375545848774,1
4.209908641531093,1
4.2877699103528375,1
3.7478950004956886,1
2.1209245458527914,0
2.458752935364467,0
2.911899065256574,1
1.6656812904376497,0
4.373905466527572,1
2.395705357294583,0
4.516467075716704,1
4.736205896493223,1
3.855291848485501,1
1.8717286820409342,0
4.118892587632595,1
4.27203058342703,1
4.73963671021523,1
4.007127033665029,1
4.443494249024011,1
3.068315392402876,1
1.8408210227577557,0
4.221815240056618,1
2.0292017475445068,0
1.3714307278214977,0
2.0603156037318606,0
3.050459604764029,0
4.761368303378694,1
2.741558080267503,0
1.9113644743958416,0
1.5570025108946655,0
4.334187708696943,1
4.167144767347523,1
2.451700078775807,0
4.47468543976205,1
1.921970467910133,0
1.7658556883899836,0
2.102571661397236,0
2.037353859149198,0
3.5516392744499155,1
0.8725505781880101,0
2.783281908487212,0
4.569532815605088,1
2.104989190781928,0
1.6832006375086594,0
2.622446032608198,0
3.2960692602579877,1
1.772223397522974,0
1.708761805573796,0
2.174885475720267,0
1.2573149683273905,0
2.286167505371015,0
4.941163012876778,1
2.1708807218614488,0
1.4667547028727197,0
2.3876356254351503,0
3.522758340328275,1
2.1031465478408573,0
3.738396105601004,1
0.5908562772079002,0
2.347911108020738,0
2.243297886950125,0
2.0815039308291885,0
2.9109866626935785,0
2.365103676851194,0
4.313609979962979,1
2.326584310026898,0
1.6300433290969913,0
1.784273273395762,0
2.150416196476563,0
1.3522308441898132,0
3.405524554335646,1
2.1062797685029233,0
3.9787608818137397,1
1.8420656966562583,0
1.4534696974059256,0
3.9509084973418016,1
4.520328008051053,1
2.5083188315053158,0
3.366239016495392,1
4.5953176827658755,1
4.287338402433337,1
1.8273155136680268,0
4.303689202844268,1
4.044600190837949,1
1.7433867758167478,0
3.9721256498703537,1
1.4109782418843084,0
4.673827210947218,1
2.2297329328472477,0
3.6236473820453123,1
0.5780335068431659,0
3.4914057045076303,1
3.6007782221349447,1
1.5076129770254558,0
1.4957975020294647,0
4.486167022541849,1
3.779874409984747,1
3.737636177099489,1
1.9025682509530615,0
1.4400255831479827,0
2.3107156026137923,0
2.121311859991703,0
2.090260982341401,0
2.742350755123983,0
1.8045986651695145,0
3.7995267037200926,1
3.862261060593423,1
2.4348923429745026,0
2.681398699531763,0
3.0972054158531583,0
1.8580537778257702,0
2.324010675116098,0
4.5645563787061,1
3.314135914584587,1
2.4322233626195837,0
4.055357915778189,1
2.458285819804954,0
3.350105786934339,1
3.3261044772165613,1
3.1345817832656557,1
4.055958838295413,1
0.9404429641273309,0
1.6349415014141706,0
3.4893625366601873,1
1.8143034365652815,0
3.898493132594438,1
4.424468260080099,1
3.887530029163367,1
2.35559148701902,0
3.336723742580574,1
4.246048230040826,1
3.557366184802461,1
1.6806692329929802,0
3.7992910296585785,1
3.699572199185539,1
1.8049014497190772,0
2.968129362852305,0
4.119132180975508,1
3.4020300842757374,1
1.1809461377418207,0
4.042123055512091,1
4.577898125279754,1
4.064442920918027,1
1.414327040287318,0
3.102072142718109,0
1.3518081375784083,0
2.080343106624476,0
3.7193634193732548,1
1.793747430376229,0
3.2011696806412915,1
3.243272910302473,1
4.166420877010747,1
2.8842338507332395,1
2.5837907215684304,0
4.080133622655586,1
2.5364388863843175,0
4.1645730348457075,1
4.584233039300608,1
3.866315118266253,1
4.472011960473458,1
4.866940381885384,1
1.274329672323489,0
1.5070538496568995,0
2.2949025486324546,0
3.8065223510479287,1
1.5387013398754887,0
1.9776341923545726,0
1.8330016100364412,0
3.5792415395288932,1
1.9000286276175733,0
2.4173857732213095,1
1.7314014589341555,0
3.6149263091773993,1
2.4404828980418647,0
0.6620679362943109,0
1.3873049089126355,0
1.8163990402852008,0
2.605267486425905,0
4.205481393343949,1
4.236326000077914,1
1.2154366108178194,0
3.9644601797367343,1
4.427408157081141,1
2.582980997993308,0
4.59251190612324,1
4.540487917229642,1
4.731648775352412,1
3.584909512545817,1
3.8674887620952934,1
2.0120221396994307,0
4.320472846541389,1
2.0910819959820404,0
4.218512343597562,1
3.159809151683107,1
4.522400117313231,1
2.135957580953159,0
1.9632759302961225,0
2.383760134977695,0
4.047651800664708,1
1.6142091065603592,0
4.165855302093355,1
1.9677925512087675,0
3.7529512897631068,1
2.4617866039912104,0
2.299722456865519,0
2.14427173008433,0
1.6764831773325373,0
1.9999457946252583,0
3.8933951135261107,1
3.712350072785063,1
1.6030459895034863,0
1.0520238220950775,0
1.781882284727284,0
2.3251246463129362,0
1.637983681340038,0
3.2248894349715442,1
1.6683733813332422,0
4.276769742610215,1
1.9236162926656002,0
2.0675700113025535,0
4.198213821083266,1
1.8363278714150244,0
2.1537034818755583,0
3.7688349164353956,1
4.620879541254578,1
3.1391557900488,1
4.981352109467559,1
2.5421377363523194,0
3.926190301858565,1
2.205717148738788,0
3.66651469413892,1
3.3271532709030796,1
3.6429469583026433,1
1.7554580165342246,0
2.2428599869349912,0
2.24753184863879,0
1.3410418627684837,0
2.0093555284393996,0
1.5579076533241683,0
3.204919035372068,1
1.9755159647907228,0
3.688749702089094,1
4.017316430019768,1
2.2570028117354948,0
2.2555196967377564,0
4.216121373022023,1
3.451650184563546,1
3.970382528188094,1
2.600112641354092,0
2.377551798684187,0
3.258408752951933,1
4.301129570400312,1
4.133425423071768,1
2.1692914946336623,0
4.131079478769904,1
1.3835756859480468,0
4.2030011869785415,1
3.4858354411149177,1
1.34396145549823,0
3.688852851094845,1
1.369624045571272,0
3.5976118810696924,1
2.829706830780891,0
2.1621158623659804,0
2.257859955667224,0
3.804841935892125,1
4.1877306420144516,1
3.532056812099515,1
1.9641790792475442,0
3.9399557483235093,1
2.0185928278329732,0
3.797727722550816,1
4.72109015398722,1
4.192046996172677,1
1.8560908993386338,0
3.716762292879189,1
4.7618766733697075,1
4.853507770796724,1
2.2677717063696563,0
4.448040944216109,1
4.386708765792188,1
1.2364241940139582,0
2.351270652182075,0
2.1181251663233325,0
3.7343135421164764,1
1.5794628886979674,0
4.406923363885037,1
2.4141673557389165,0
4.323184681271781,1
2.87028793225897,0
2.1680381210978936,0
2.01827137362544,0
0.85711088535229,0
3.8429027327355847,1
2.201120999810168,0
2.996071574136096,0
2.2483295356503636,0
3.9688399418558062,1
3.877222303408493,1
3.997070783058957,1
4.37927768001997,1
4.656027612628079,1
2.2851425561449803,0
3.041230400791711,1
4.019408909949353,1
3.728399610824219,1
4.175275351334354,1
4.8016770171122065,1
3.241188479574175,1
2.241217924844311,0
4.408744266479049,1
4.798337426856604,1
3.7001134186488045,1
2.3335168353309688,0
4.776288923924571,1
1.9327286701828519,0
2.184716222371279,0
1.425978670892023,0
2.0499736570338456,0
3.8379543131790603,1
4.9991202405175414,1
1.6637702147539293,0
1.921743390531013,0
1.3592395772861634,0
3.606640328639397,1
1.9740919078652925,0
4.571222100337064,1
1.8313003143013606,0
2.386637107766518,0
2.8809356411057707,0
3.152245466576018,1
3.636227137198993,1
1.8690932426926548,0
2.026078437863332,0
1.398216463385526,0
3.9593097523894834,1
4.149184221401306,1
4.4206689896068125,1
4.634724874727088,1
4.585043809353196,1
3.7286093073865896,1
3.3045661378090916,1
4.342146622108701,1
1.5133716052654353,0
2.153272763165069,0
2.1506471974030523,1
3.8563636881795325,1
4.4641468256457415,1
4.229598854941844,1
1.8817920133447223,0
4.622261050516135,1
1.7047279025589233,0
3.1626645271138623,1
3.8763334382667423,1
4.650254328723724,1
2.232934297283485,0
1.638170749026071,0
1.4763080564602404,0
1.7384407891428026,0
1.6032928145759229,0
2.015128029415224,0
4.263322918434452,1
2.575278918380684,0
4.705028183838006,1
3.868030341191173,1
1.5536176053982265,0
3.8789679341030863,1
4.260520253748252,1
1.8411408651072225,0
4.297517106384101,1
2.4479781459244156,0
0.8833814082546336,0
4.351623957038317,1
4.505379623098566,1
3.2147254768490487,1
1.9299905642531923,0
2.4284176526436183,0
2.114400983132378,0
2.2452449412910735,0
3.6448846235104537,1
4.357595088967014,1
2.2590538180915316,0
4.387439290122371,1
4.335816802801356,1
1.5540344358503706,0
4.307138143173958,1
1.7059592034013535,0
4.163823775661491,1
4.010089495502523,1
2.4242147018545848,0
1.648318790028351,0
1.5169170359335857,0
3.6861505292169596,1
1.836614288354912,0
1.495623964850969,0
4.155448963778645,1
1.6051200475517526,0
1.80982598898295,0
3.6180689863745017,1
1.9379767188140524,0
2.177774824065841,0
3.886242702887293,1
2.0045171284684593,0
3.6113011362422958,1
2.6425143463762923,0
4.225597741006405,1
1.833363318623321,0
2.4385412777596627,0
3.266913104726211,1
4.622191423438543,1
3.9660586314427304,1
2.2344624725175866,0
3.901763037905482,1
3.2085863493300746,1
2.305416090571239,0
3.9920900407075424,1
1.1326288287902813,0
1.3287978040880195,0
4.76818323681591,1
1.7267386985698168,0
3.6699103325511175,1
3.727248822870717,1
3.034386937100547,0
3.24012417701773,1
2.007788360179718,0
2.632865117776832,0
3.9796577651118654,1
3.443757771761369,1
1.8805250640022964,0
2.552374719967282,0
4.182494149733556,1
3.519600371172249,1
3.3400130421696073,1
1.2509109167595152,0
1.6878138437624348,0
3.6793906772272,1
1.8150004438473624,0
4.2487115276515075,1
3.9725115079354487,1
3.6045484883090273,1
2.042140179350829,0
4.629282150312235,1
2.331973243771022,0
4.538647711372288,1
4.096457261325843,1
3.695751909618692,1
4.738706931931193,1
1.238497810467225,0
2.2164961901042783,0
3.9216710157864862,1
2.0698636469003326,0
4.321921162222354,1
1.8939355597457632,0
3.424486363995635,1
4.549352330302626,1
3.785043011028918,1
3.623324088764946,1
3.9253873073754963,1
4.34162450982302,1
4.479535444193365,1
0.730674141023876,0
4.073893293334364,1
3.356064676465451,1
1.60578198449609,0
3.829294543800005,1
1.6859349111477988,0
2.46511690071661,0
4.578043530200997,1
1.9418857451725051,0
2.422520734305951,0
2.1478530346048994,0
2.5821588830218563,0
4.466901252721497,1
1.8155242447389484,0
2.6953581957527732,0
1.916052103374077,0
2.2132226009537996,0
4.31152026369138,1
3.8679579625789726,1
1.888605715736608,0
2.167877439294371,0
4.560044818085997,1
4.015784573091262,1
4.353092582961471,1
3.715855521185251,1
2.1283505139264434,0
4.2538262479083535,1
2.777710835382942,0
3.730084536170012,1
3.997769659321901,1
2.307085740367043,0
2.1051885364344924,0
3.715075031105112,1
1.6273743398174947,0
4.171269494514597,1
1.3625520456592848,0
1.6416148543365021,0
4.445524271564285,1
1.5856078325196967,0
3.73218086074547,1
1.9411734745566227,0
4.572873590698492,1
3.9387791194033337,1
3.861521616230254,1
4.3395140707173,1
3.8932857180814717,1
2.0672863008606837,0
1.7792003375767893,0
1.333169921870998,0
3.7616612111606007,1
3.8709787055646694,1
2.1479215572350823,0
1.6518566106614538,0
3.518547085471912,1
3.951925115308755,1
3.907204410942726,1
3.966994831689661,1
2.8188738422950843,0
3.915036781264597,1
1.8159276216350402,0
1.1216917100508694,0
1.5786979677194204,0
2.32736112491215,0
3.8527898210169798,1
2.460541694459515,0
2.175941407677292,0
3.464747440654846,1
3.61327866380399,1
1.7075850525668979,0
2.3626690574098017,0
2.0099730530010125,0
3.9632336100787766,1
2.0817387431532235,0
3.958988064770103,1
1.7789470134984393,0
4.611979119200782,1
1.3797261282158129,0
3.528422575377042,1
4.243552488205271,1
4.499875648391178,1
4.0902638590427305,1
2.6747433110692533,0
2.4889579637110297,0
3.6876003229755754,1
3.2112095881505436,0
3.3174906624877836,1
1.3871958016355606,0
3.8927120905536103,1
2.2900842238737282,0
2.3228677121561816,0
2.3578724413182885,0
2.359147226236807,0
2.7919346492701975,0
3.4148914429593935,1
4.4685898547497045,1
3.4096624056161864,1
2.007646068333707,0
4.2319105451943235,1
3.742824620790247,1
1.5900090937766378,0
2.386687032167218,0
2.169105653100929,0
2.3739014900146644,0
2.5662245591659705,0
1.7415567908430105,0
5.086939411163155,1
1.7076440593152127,0
2.2503105464949886,0
5.011312970381761,1
1.5061637207122427,0
4.621543587583141,1
2.2021036562624534,0
1.3967735409749351,0
2.1377873955276887,0
3.7622662824480613,1
3.846468775109177,1
2.5663240825521805,0
1.7839109348192388,0
3.2542572413521285,1
3.4890604116190156,0
5.123496210463204,1
0.5462364163011546,0
1.905820906134812,0
1.4032176823191467,0
1.8879703709987732,0
4.209998172222984,1
2.56183353595066,0
4.590977129169155,1
4.089201492157453,1
2.178421768437207,0
2.900079534283509,0
1.7882808636688439,0
1.3659720002171207,0
2.0487213297157933,0
1.4715801904763808,0
4.076127190230195,1
3.961087743770923,1
1.8582761306874835,0
4.000211314840196,1
3.9969588972258343,1
1.926078207582336,0
1.501777172119386,0
4.6491985633298025,1
1.9565377829357915,0
3.9114007261769093,1
3.1509912654653314,1
1.2250071352847096,0
4.43118368583103,1
2.899898471817714,1
4.553205307900358,1
3.1614929976657917,0
3.978785221393976,1
3.215764044623556,1
1.2726573641971788,0
3.3964970374240977,1
1.9884458573365387,0
2.0698929701412263,0
1.8898435389352246,0
3.560757042125319,1
2.054808510222933,0
5.201624782771009,1
4.39041439785568,1
2.006819612411931,0
2.825975412615523,0
2.2613672422010533,0
4.168787897264538,1
3.751616500473085,1
4.3333038289875745,1
2.90904965014434,0
1.5414101915639946,0
2.303859321248514,0
2.4737537596038406,0
1.7272217586329506,0
4.484027060102636,1
1.6618201330749232,0
4.219594234553306,1
4.266181670578892,1
2.2556638455560734,0
2.330144109271324,0
4.196476184646782,1
4.077154409201939,1
2.8188138093529895,0
4.33635897908607,1
3.707262348586704,1
4.172266368159063,1
2.1483426118951057,0
1.3155483181090335,0
2.3560660062496908,0
3.014225312674151,0
2.1535969558017922,0
3.581190587223724,1
3.755702748222976,1
2.8485091782757506,1
4.165109667164186,1
2.2734174559973024,0
4.348963742416694,1
4.219821934588284,1
3.7127408399733826,1
5.0830383064613365,1
4.528110628665124,1
4.210140634431336,1
2.558746349523841,0
1.2585102076420902,0
3.6110900783417956,1
2.3712225079632803,0
1.614443632653364,0
3.7011715221609953,1
1.6416594512115017,0
1.4044290349432713,0
3.1959330068012366,1
3.4294599768369447,1
4.09327100946064,1
3.025457895572822,1
1.7010472066564308,0
1.3562191026560098,0
4.23673152611574,1
3.6366736519545264,1
2.19054122972742,0
2.18172597569047,0
4.001195448515156,1
3.5328416582019133,1
4.0304981687113,1
4.366140538220239,1
2.6186181332107163,0
1.9651794913606104,0
2.65871992832486,0
3.9444609270739663,1
2.011767003340768,0
1.6382115444434842,0
4.500970748006143,1
1.6402465933319381,0
2.229322402410585,0
2.4178080342635813,0
2.4526655126624632,0
3.358541237750151,1
4.760874206107834,1
3.0459365093329698,0
4.466785641332704,1
3.0032021758608964,0
2.283124365214485,0
1.2051495931606817,0
1.467523192629791,0
2.621183475027402,0
3.7140124969048802,1
3.0060878072574995,1
3.6084354629707036,1
1.9392745218580707,0
2.3651625229097917,0
4.067703532037563,1
2.2396260152192573,0
1.857218571599555,0
3.008836798460313,1
3.00878931090364,1
3.5833169264634464,1
1.26323620552057,0
4.393853687395176,1
4.089879662251291,1
4.345986441136029,1
2.11413670662094,0
3.291687132074409,1
1.20693237518043,0
2.246712266296896,0
4.037126717930751,1
4.072860863208572,1
3.9076541642176417,1
1.7394914738999474,0
2.4421657212064383,0
3.1766052775617006,0
4.547585548615263,1
2.2626059838723385,0
3.9936493492030865,1
2.295770103898682,0
4.055894627473994,1
4.263456166265687,1
4.681983257409588,1
2.291802435663688,0
2.1941646026547192,0
2.6647507672405695,0
4.337571086550755,1
1.6103652876882084,0
3.668161324232962,1
4.0089386666684454,1
2.0889663570447703,0
3.7848470491822335,1
4.506460501363186,1
1.8199981896450672,0
3.774501862229936,1
3.9857558808903755,1
2.5892367083522685,0
3.767831631867513,1
2.4156779923907035,0
3.930115343056209,1
2.038942582200344,0
1.7582897124395278,0
4.163387200049102,1
4.429840715092245,1
4.699015142947429,1
1.8373796701978733,0
1.8656912194190294,0
2.1892643422382028,0
0.1981647345921833,0
4.4026805093771735,1
2.8805340487151723,0
1.3391904517988853,0
2.8716598521829306,0
3.2820158449929995,1
3.546293029865131,1
4.360065442168232,1
3.6734214778550203,1
3.2827739544260472,1
3.6614698212534176,1
4.431683936721952,1
4.055018043393926,1
1.2554810961887402,0
4.133434298569053,1
4.420449072031836,1
1.70332692559648,0
4.99717014734151,1
1.4348940705499462,0
2.5931142688022333,0
2.5172114853180685,0
2.295143110506661,0
1.4804253093445103,0
3.8699900312778577,1
3.393225802075345,1
3.8424844104600973,1
3.830404375923248,1
1.92753254492047,0
2.324566835191492,0
1.696149156172581,0
1.198388504425831,0
1.3611577901322902,0
1.892943276276016,0
2.3335371781767553,0
4.872723103761096,1
4.443314914040518,1
4.009420405169857,1
3.5671224940576978,1
1.8112462681286456,0
1.546107053038874,0
4.524870370343586,1
3.633214606567653,1
4.362875870971286,1
1.623671829000825,0
2.7238668595179534,0
4.268636996228253,1
1.9071015150070498,0
4.3695609377053986,1
3.8329146526388342,1
4.142768497580977,1
4.919677317836446,1
3.9717302493055384,1
1.7286780266532262,0
2.051798099613111,0
0.859872593558261,0
1.6547820424497837,0
2.135084997112896,0
3.887425955726914,1
3.6321921298267306,1
4.147474890305777,1
0.9205298517831675,0
1.619193828994426,0
1.6821068051974422,0
3.5861986474450847,1
4.076506754470366,1
1.5790065636001662,0
3.5943467311043293,1
3.6152699942993918,1
4.271618342171557,1
4.2116490849569885,1
4.188043678207489,1
3.701881739889508,1
3.9498076000700926,1
3.798204581490111,1
3.8207513702959512,1
4.578683353134327,1
4.208518376476306,1
2.459667867095315,0
3.819000393609144,1
3.550995134666866,1
3.5041418429461455,1
4.37694698596924,1
2.621746566400465,0
3.6864533399127204,1
4.009558243994876,1
2.1376010419360285,0
2.150389187766888,0
1.7585114170715124,0
3.0892672604705673,1
4.202452495560267,1
3.404712027583859,1
4.106590046827428,1
1.9982756446628738,0
5.211838830371536,1
3.8775253473654576,1
1.7262386433894341,0
4.903308573836484,1
2.2123064519276046,0
2.127817747798496,0
4.420036877034238,1
1.9577630710755483,0
3.231021141453971,1
1.6441819785085205,0
4.23382693660284,1
4.079582492310712,1
3.4597399095820713,1
1.6405952419126573,0
2.0953329564025798,0
1.7154031643470717,0
2.484971307921702,0
3.8458389666324697,1
1.2945969612623243,0
4.269607825259424,1
2.003084436564202,0
2.662029612065406,0
3.8682001066749914,1
1.2348286268494069,0
4.400765105325462,1
3.9803152443959515,1
4.388837853899325,1
1.5720895430931767,0
1.8776872341509838,0
1.7506100865885932,0
4.758188870877414,1
1.9658686992648868,0
4.234923492568434,1
1.465750743833337,0
4.058601435713866,1
1.8890900864794682,0
1.9260979311515578,0
3.6574830860977485,1
5.368003635006974,1
2.286550473847318,0
3.2088464395310323,1
3.4340072219156728,1
1.840300389340453,0
2.4758533400960907,0
3.748395964729095,1
3.7490164370948613,1
3.9708344384064826,1
2.87980594925911,1
1.8797501856509344,0
4.124834596958908,1
1.6134729915594819,0
3.4197632847851755,1
4.22886302917616,1
2.03680441425911,0
2.37343219848817,0
4.84606631179879,1
2.451392930850279,0
3.9500981668746533,1
5.071744275146118,1
2.1094619351476256,0
4.216845100578978,1
4.137180710485799,1
3.8357420699038385,1
2.115711711098247,0
3.5588642394855547,1
1.6135022633254819,0
3.7105776670216413,1
3.6564270705348907,1
1.5805750348289005,0
1.8606727223386177,0
1.7544008400769933,0
1.744359094566907,0
4.020182755582148,1
2.072311677790053,0
1.490629060197252,0
4.133983633545513,1
2.3093976407488084,0
4.137611816039722,1
3.8610117636386474,1
3.597996493837211,1
1.435214172496536,0
1.9194976368560779,0
3.272468906918026,0
3.657424538194401,1
3.8579061549917824,1
3.758259254792041,1
3.328491431119242,1
3.9136623033821296,1
4.89082926556524,1
1.1270351577759659,0
3.671897211893803,1
2.4113936213469707,0
2.178523734565734,0
1.728386657284377,0
1.3041402882055397,0
4.657118635234041,1
1.8018725477320456,0
1.0556126919177946,0
3.109534724217742,1
4.104088554944452,1
4.564953815155986,1
1.8870162889488569,0
4.19298466621991,1
2.8085050978105173,0
3.6167214026150702,1
4.068991936487254,1
3.3685152723785206,1
3.749546370496316,1
3.7782108874559763,1
3.3200776786584374,1
3.4699173018315017,1
1.8528326182832908,0
3.4800402505394086,1
4.892120073648166,1
3.5512211247710566,1
2.076754222223547,0
4.212880065594455,1
2.625232535685635,0
4.032488884367039,1
3.940455654097575,1
2.5446007690442323,0
2.6275382936100415,0
3.9675564792656584,1
3.4530065826645466,1
4.220879293618132,1
3.8401713969906317,1
2.1170317612124845,0
2.2642955557883604,0
4.125643381485587,1
3.64491011086499,1
3.964681660694311,1
4.797551974395326,1
4.413984805333028,1
4.6138341012417134,1
2.2523527683633757,0
3.718183440757404,1
1.6458230672358742,0
4.313236368886696,1
4.084734698644598,1
2.136287355867742,0
3.4246075006204597,1
2.8296949489809613,0
1.8458387290891982,0
2.5534302026396056,0
1.9546481482336706,0
4.041883747300632,1
4.708314718838329,1
1.6188593123410668,0
1.8001213939983751,0
3.500657917509132,1
4.276480945860663,1
2.421733091732914,0
2.071749079294677,0
3.258198697694534,0
4.164439362758272,1
2.5104946759664104,0
4.545128543982953,1
2.530205816245286,0
3.634709237281328,1
1.651482595335519,0
1.6821904686778077,0
2.206853316571376,0
3.594985721022239,1
3.855134805504549,1
2.213247608019106,0
1.5886070459673811,0
1.8390771739811589,0
3.4467364485207987,1
4.182518141663861,1
1.4380637440807802,0
2.372687257472543,0
4.043865448234913,1
3.9244199485785236,1
2.872624009939286,0
3.105499253448734,0
4.201798207095834,1
1.7651741267731422,0
3.744047522913013,1
1.5635600863369208,0
2.4820401601214486,0
1.3128462440619018,0
1.9684666476533774,0
1.7936138083695359,0
1.489744668457119,0
2.5423408756050065,0
4.054383076249061,1
3.5897194299088016,1
3.1327871817030637,1
2.023898627426418,0
4.492380044354162,1
4.499238824882575,1
2.1087010369841264,0
3.5118269534490603,1
3.72849046000049,1
3.2085105917704375,1
2.4108930972462126,0
3.8459929387831955,1
1.8887229323697452,0
4.808977153988197,1
2.5380289209080718,1
4.059328770383008,1
1.6386691711640915,0
5.013381131818322,1
2.18277348849159,0
4.1051660273056925,1
4.164130089198193,1
3.7800241960632714,1
2.180714530433149,0
3.8359376345350737,1
1.332754474638924,0
1.7706210782432263,0
3.332490640780703,1
4.136714737175909,1
4.0150968351677125,1
3.5288291287375038,1
4.747248490817777,1
4.018224637019262,1
3.7634319804292624,1
1.9513283217143762,0
1.9256411318491353,0
4.9145322379246,1
3.7986739803345064,1
2.2267916393559513,0
2.0483524555507393,0
3.914182597044012,1
5.0418856283032705,1
4.597816053513338,1
1.3322323778222516,0
1.9536421502579233,0
4.276073316007701,1
1.9574309585988454,0
4.214497164765184,1
4.044874557662649,1
1.9760366581109547,0
3.785117707928354,1
1.3193470406035464,0
1.4775175504939368,0
4.42824690263854,1
